vector	position	Fcount	Rcount	sum
pK184	2227	0	0	0
pK184	2228	0	0	0
pK184	2229	0	0	0
pK184	2230	0	0	0
pK184	2231	0	0	0
pK184	2232	0	0	0
pK184	2233	0	0	0
pK184	2234	0	0	0
pK184	2235	0	0	0
pK184	2236	0	0	0
pK184	2237	0	0	0
pK184	2238	0	0	0
pK184	2239	0	0	0
pK184	2240	0	0	0
pK184	2241	0	0	0
pK184	2242	0	0	0
pK184	2243	0	0	0
pK184	2244	0	0	0
pK184	2245	0	0	0
pK184	2246	0	0	0
pK184	2247	0	0	0
pK184	2248	0	0	0
pK184	2249	0	0	0
pK184	2250	0	0	0
pK184	2251	0	0	0
pK184	2252	0	0	0
pK184	2253	0	0	0
pK184	2254	0	0	0
pK184	2255	0	0	0
pK184	2256	0	0	0
pK184	2257	0	0	0
pK184	2258	0	0	0
pK184	2259	0	0	0
pK184	2260	0	0	0
pK184	2261	0	0	0
pK184	2262	0	0	0
pK184	2263	0	0	0
pK184	2264	0	0	0
pK184	2265	0	0	0
pK184	2266	0	0	0
pK184	2267	0	0	0
pK184	2268	0	0	0
pK184	2269	0	0	0
pK184	2270	0	0	0
pK184	2271	0	0	0
pK184	2272	0	0	0
pK184	2273	0	0	0
pK184	2274	0	0	0
pK184	2275	0	0	0
pK184	2276	0	0	0
pK184	2277	0	0	0
pK184	2278	0	0	0
pK184	2279	0	0	0
pK184	2280	0	0	0
pK184	2281	0	0	0
pK184	2282	0	0	0
pK184	2283	0	0	0
pK184	2284	0	0	0
pK184	2285	0	0	0
pK184	2286	0	0	0
pK184	2287	0	0	0
pK184	2288	0	0	0
pK184	2289	0	0	0
pK184	2290	0	0	0
pK184	2291	0	0	0
pK184	2292	0	0	0
pK184	2293	0	0	0
pK184	2294	0	0	0
pK184	2295	0	0	0
pK184	2296	0	0	0
pK184	2297	0	0	0
pK184	2298	7	0	7
pK184	2299	3	0	3
pK184	2300	0	0	0
pK184	2301	0	0	0
pK184	2302	0	0	0
pK184	2303	0	5	5
pK184	2304	0	1	1
pK184	2305	0	0	0
pK184	2306	0	0	0
pK184	2307	0	0	0
pK184	2308	0	0	0
pK184	2309	0	0	0
pK184	2310	2	0	2
pK184	2311	2	0	2
pK184	2312	0	0	0
pK184	2313	0	0	0
pK184	2314	0	0	0
pK184	2315	0	4	4
pK184	2316	0	3	3
pK184	2317	0	0	0
pK184	2318	0	0	0
pK184	2319	0	0	0
pK184	2320	0	0	0
pK184	2321	0	0	0
pK184	2322	0	0	0
pK184	2323	0	0	0
pK184	2324	0	0	0
pK184	2325	0	0	0
pK184	2326	0	0	0
pK184	2327	0	0	0
pK184	2328	0	0	0
pK184	2329	0	0	0
pK184	2330	0	0	0
pK184	2331	0	0	0
pK184	2332	0	0	0
pK184	2333	0	0	0
pK184	2334	0	0	0
pK184	2335	0	0	0
pK184	2336	0	0	0
pK184	2337	0	0	0
pK184	2338	0	0	0
pK184	2339	0	0	0
pK184	2340	0	0	0
pK184	2341	0	0	0
pK184	2342	0	0	0
pK184	2343	0	1	1
pK184	2344	0	0	0
pK184	2345	0	0	0
pK184	2346	0	0	0
pK184	2347	0	0	0
pK184	2348	0	0	0
pK184	2349	0	0	0
pK184	2350	0	0	0
pK184	2351	0	0	0
pK184	2352	0	0	0
pK184	2353	0	0	0
pK184	2354	0	0	0
pK184	2355	0	0	0
pK184	2356	0	0	0
pK184	2357	0	0	0
pK184	2358	0	0	0
pK184	2359	0	0	0
pK184	2360	0	0	0
pK184	2361	0	0	0
pK184	2362	0	0	0
pK184	2363	0	0	0
pK184	2364	0	0	0
pK184	2365	0	0	0
pK184	2366	0	0	0
pK184	2367	0	0	0
pK184	2368	0	0	0
pK184	2369	0	0	0
pK184	2370	0	0	0
pK184	2371	0	0	0
pK184	2372	0	0	0
pK184	2373	0	0	0
pK184	2374	0	0	0
pK184	2375	0	1	1
pK184	2376	0	0	0
pK184	2377	0	0	0
pK184	2378	0	0	0
pK184	2379	0	0	0
pK184	2380	0	0	0
pK184	2381	0	1	1
pK184	2382	0	0	0
pK184	2383	0	0	0
pK184	2384	0	0	0
pK184	2385	0	0	0
pK184	2386	0	0	0
pK184	2387	0	0	0
pK184	2388	1	0	1
pK184	2389	1	0	1
pK184	2390	0	0	0
pK184	2391	0	0	0
pK184	2392	0	0	0
pK184	2393	0	0	0
pK184	2394	0	0	0
pK184	2395	0	0	0
pK184	2396	0	0	0
pK184	2397	0	0	0
pK184	2398	0	0	0
pK184	2399	0	0	0
pK184	2400	0	1	1
pK184	2401	0	0	0
pK184	2402	0	0	0
pK184	2403	0	0	0
pK184	2404	0	1	1
pK184	2405	0	0	0
pK184	2406	0	0	0
pK184	2407	0	0	0
pK184	2408	0	0	0
pK184	2409	0	0	0
pK184	2410	0	0	0
pK184	2411	0	0	0
pK184	2412	0	0	0
pK184	2413	0	0	0
pK184	2414	0	0	0
pK184	2415	0	0	0
pK184	2416	0	0	0
pK184	2417	0	0	0
pK184	2418	0	0	0
pK184	2419	0	0	0
pK184	2420	0	0	0
pK184	2421	0	0	0
pK184	2422	0	0	0
pK184	2423	0	0	0
